message_id,PICSO Lab's comment,user_query,dewey_match,response,Pitt Cyber Notes,routing,risk,risk_note,created_at,email,conversation_id,Accurate?,Notes,Expert review,SheetName,Pitt Cyber notes,bgColor
1133491,,What do I need to kno,What do I need to know about the election?,"For the upcoming election, it's essential to ensure you're registered to vote and be aware of your polling place. If you're planning to vote by mail, make sure your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot has been requested and submitted on time. Familiarize yourself with the candidates and measures on the ballot, and if you need assistance or have questions, you can reach out to ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office or call the Department of State's election hotline at 1-877-VOTES-PA. Remember to rely on trusted, official sources of information to stay informed about the election process and avoid misinformation.",,near,4.0,"The output provides mostly accurate information with a high degree of alignment to the provided context. It correctly mentions the importance of being registered to vote, knowing your polling place, and submitting mail ballots on time. It also advises familiarizing oneself with the candidates and measures on the ballot and reaching out to the county election office or the Department of State's election hotline for assistance. However, it omits some details such as the need for first-time voters to bring ID and the polling hours. These omissions are minor but notable.",2024-10-04 18:24:01 -0400,,177710.0,Yes,Maybe add links to Spotlight PA's Election Center or to Sample Ballot/ Guides,,10-5-24 & 10-6-24,,00000000
1132460,possible suggestion: who is alfe goodwin? Suggested to recognize candidate names in the next version and the possibility of typos so that it still can answer the prompt.,who is alfeia goodwin,"Who is Alan ""Bob"" Goodrich?",I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,,no_match,,,2024-10-04 13:13:13 -0400,,177573.0,,,,10-4-24,,FFFFF2CC
1132460,possible suggestion: who is alfe goodwin? Suggested to recognize candidate names in the next version and the possibility of typos so that it still can answer the prompt.,who is alfeia goodwin,"Why should I vote for Alan ""Bob"" Goodrich?",I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,,no_match,,,2024-10-04 13:13:13 -0400,,177573.0,,,,10-4-24,,FFFFF2CC
1132458,possible suggestion: who is alfe goodwin? Suggested to recognize candidate names in the next version and the possibility of typos so that it still can answer the prompt.,"who is goodwin, alfeia","Who is Alan ""Bob"" Goodrich?","I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Who is Alan ""Bob"" Goodrich? What is Alan ""Bob"" Goodrich's background and experience?",,suggestion,,,2024-10-04 13:12:58 -0400,,177573.0,,,,10-4-24,,FFFFF2CC
1132046,could have the answer.,what is Kamala harris's voting record,Who is Kamala Harris?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Who is Kamala Harris? How does Kamala Harris' support among unaffiliated voters compare to Donald Trump's? How does Kamala Harris's moral character perception compare to Donald Trump's?,,suggestion,,,2024-10-04 11:07:10 -0400,,177513.0,,,,10-4-24,,FFF4CCCC
1132038,,what is trump's platform,Who is Donald Trump?,Let's make sure you get the resources you need. Do one of these questions resonate? Who is Donald Trump?,,suggestion,,,2024-10-04 11:06:19 -0400,,177513.0,,,,10-4-24,,FFD9EAD3
1131688,Can ask the user on which one to discuss/inform first and give lists of related knowledges to the election.,Actual copy of everything on PA ballot for Nov. 5 2024.,What are the upcoming election dates for Pennsylvania voters?,I'm checking to see if we're on the same page. Do any of these questions spark something? What are the upcoming election dates for Pennsylvania voters? What should voters know about the upcoming November election in Pennsylvania? How can I see my sample ballot for the November 2024 election?,,suggestion,,,2024-10-04 09:11:26 -0400,,177460.0,,,,10-4-24,,FFFFF2CC
1131686,can refer it to a website showing a full version or a complete sample of the actual ballot that will be used in the Pennsylvania election on November 5.,Complete icopy of ballot for Pa Nov 5 election.,What is the process for requesting a mail-in ballot in Pennsylvania?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Where can I find more information about the candidates and elections in Pennsylvania? What should voters know about the upcoming November election in Pennsylvania? Where do I vote in PA?,,suggestion,,,2024-10-04 09:09:59 -0400,,177460.0,,,,10-4-24,,FFFFF2CC
1131686,can refer it to a website showing a full version or a complete sample of the actual ballot that will be used in the Pennsylvania election on November 5.,Complete icopy of ballot for Pa Nov 5 election.,Where can I find more information about the candidates and elections in Pennsylvania?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Where can I find more information about the candidates and elections in Pennsylvania? What should voters know about the upcoming November election in Pennsylvania? Where do I vote in PA?,,suggestion,,,2024-10-04 09:09:59 -0400,,177460.0,,,,10-4-24,,FFFFF2CC
1131627,Should have the answer. Suggested to recognize candidate names in the next version.,L smucker,What will be on my ballot in Snyder County?,I can't find anything on that topic. Do you want to rephrase or try again?,,,,,2024-10-04 08:45:58 -0400,,177450.0,,,,10-4-24,,FFF4CCCC
1129902,Should have the answer.,Is there early voting in Luzerne county,When does early voting actually start in Pennsylvania?,I'm checking to see if we're on the same page. Do any of these questions spark something? When does early voting actually start in Pennsylvania? How can I vote early in Pennsylvania? Why is early in-person voting not starting in Pennsylvania?,,suggestion,,,2024-10-03 19:08:49 -0400,,177247.0,,,,10-4-24,,FFF4CCCC
1129713,Should have the answer.,candidates for state treasurer,Who are the candidates for treasurer?,"I'm happy to help you explore that! Are any of these helpful? Or, if you have a specific question in mind, let me know. Who are the candidates for treasurer? Who are the major party nominees for Pennsylvania Treasurer? Who are the treasurer candidates?",,,,,2024-10-03 17:57:37 -0400,,176962.0,,,,10-4-24,,FFF4CCCC
1131853,agree with the risk note.,Can you send me the guide for PA state treasurer,Who is running for treasurer in PA?,"We don't have the information necessary to provide a specific guide for the PA state treasurer. For detailed and up-to-date information on the candidates and their positions, we recommend visiting the official websites of the candidates or checking reliable news sources.",,near,1.0,"The output does not align with the context. The context provides specific information about the candidates running for Pennsylvania treasurer, while the output states that there is no information available and suggests visiting official websites or checking reliable news sources. This is entirely different from the provided context.",2024-10-04 10:09:48 -0400,,177480.0,No,See coverage here: https://www.spotlightpa.org/news/2024/09/pennsylvania-election-2024-treasurer-candidates-stacy-garrity-erin-mcclelland/,Not sure why this didn't work  / Christina seems like we need to flag for Dewey?,10-4-24,,FFCFE2F3
1132042,"can ask first who is ""his"" or refer to the previous conversation (if any), and then answer the question.",what are his policies,What are the main policy positions of the treasurer candidates?,"I'm sorry, but I don't have specific information on Donald Trump's current policies. For the most accurate and up-to-date information, we recommend checking his official campaign website or other reliable sources covering his platform.",,near,1.0,"The output is not validated by the context. The input asks for the policies of a candidate, but the output provides information about Donald Trump's policies, which is entirely different from the provided context. There is no mention of Donald Trump in the context, making the output irrelevant and incorrect.",2024-10-04 11:06:35 -0400,,177513.0,See notes,"It seems like this could be in response to the previous question, ""Who is Donald Trump?"" Is that the case or was this an entirely new/different conversation? Either way, perhaps worth it to have a summary of Donald Trump (and Kamala Harris') proposed policies should the question be asked again.",,10-4-24,,FFCFE2F3
1131902,Should have the answer.,17th district congressman nominees ?,Who are the candidates running for representative in my district?,"The specific candidates running for the 17th Congressional District in Pennsylvania will depend on the upcoming election cycle. Currently, Democratic Rep. Chris Deluzio represents the 17th District. To see the nominees for the next election, we recommend checking your sample ballot closer to the election date or using the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool for the latest information.",,near,4.0,"The output is mostly accurate and aligns well with the context. It correctly identifies the current representative of the 17th District, Chris Deluzio, and suggests using the General Assembly's 'Find Your Legislator' tool for the latest information, which is consistent with the context. However, it does not explicitly mention that all 17 members of Pennsylvania’s U.S. House delegation are seeking reelection in 2024, which is a minor omission.",2024-10-04 10:18:34 -0400,,177480.0,See notes,"Rather than suggesting people use the Find Your Legislator Tool, which indicates current representatives but not candidates for the upcoming election, chatbot could respond directly with the names of the major party candidates and/or suggest users visit Spotlight PA's Sample Ballot tool, which indicates the candidates (Chris Deluzio and Rob Mercuri). The language of the response is also quite convoluted (ie. ""The specific candidates running for the 17th Congressional District in Pennsylvania will depend on the upcoming election cycle."")",Come back,10-4-24,,00000000
1129904,same with 1142093 (sheet 10-7-2024),When does early voting actually start in Pennsylvania?,When does early voting actually start in Pennsylvania?,"Pennsylvania does not offer early voting at polling places. It does, however, have a similar option. Pennsylvania refers to this option as voting in person by mail ballot, and it’s available before Election Day. With this option, voters can visit their county elections office, apply for a mail ballot, fill it out, and return it on the spot. Use ""https://www.pa.gov/en/agencies/vote/voter-support/ballot-availability.html"" this link to see if your county has finalized mail ballots and made them available. All registered voters can vote by mail before Election Day. If you wish to cast your vote in person, you will need to do so on Election Day at your designated polling place. Be sure to check the hours of operation, as polls are open from 7 a.m. to 8 p.m. on that day.",,exact,,,2024-10-03 19:09:10 -0400,,177247.0,See notes,"1) This response is missing key information, which is that the deadline to apply for a mail ballot in-person is October 29, 2024 at 5 pm. 2) I'm including a suggestion from 10/1 here: ""Suggested rewrite: ""In Pennsylvania, you can vote in person by mail ballot, which is available before Election Day. Voters can visit their county elections office, apply for a mail ballot, fill it out, and return it on the spot... sorry, the only relevant suggested edits are for the first two sentences here but I accidentally copied the whole suggestion-- ignore the brackets that follow. [To check if Philadelphia has finalized mail ballots and made them available, please use this link for updates.]"" (PA website refers to this as ""vot[ing] early in person"") 3) Suggested clarification/rewrite: ""All registered voters can vote by mail before Election Day. If you wish to cast your vote by regular ballot (not mail ballot) in person, you will need to do so on Election Day at your designated polling place. Polls are open from 7 a.m. to 8 p.m. on that day.""",Accepted No. 1; Not sure I understand No. 2 — why make this specific to Philadelphia?; accepted 3 with some tweaks,10-4-24,,FFFFF2CC
1129898,,Do we need a picture of to bote,No,"No, you do not need a picture to vote in Pennsylvania. However, first-time voters at a polling place are required to show an acceptable form of identification, which can be either photo or non-photo ID. Acceptable photo IDs include a Pennsylvania driver's license or U.S. passport, while non-photo IDs can include a utility bill or bank statement with your name and address. If you have any further questions, you can contact the Department of State at 1-877-VOTESPA.",,near,1.0,The output is not validated by the context. The context does not provide any information about voting requirements or identification needed to vote. The output contains significant additions and details that are not present in the context.,2024-10-03 19:07:42 -0400,,177247.0,See notes,Ibid. (see note below),,10-4-24,,FFCFE2F3
1129898,,Do we need a picture of to bote,What do I need to bring to vote?,"No, you do not need a picture to vote in Pennsylvania. However, first-time voters at a polling place are required to show an acceptable form of identification, which can be either photo or non-photo ID. Acceptable photo IDs include a Pennsylvania driver's license or U.S. passport, while non-photo IDs can include a utility bill or bank statement with your name and address. If you have any further questions, you can contact the Department of State at 1-877-VOTESPA.",,near,1.0,The output is not validated by the context. The context does not provide any information about voting requirements or identification needed to vote. The output contains significant additions and details that are not present in the context.,2024-10-03 19:07:42 -0400,,177247.0,See notes,"Question certainly has a typo, or multiple, but a response about photo IDs doesn't seem off base. Either way, I would suggest rephrasing the first two sentences (""No, you do not need a picture to vote in Pennsylvania. However, first-time voters at a polling place are required to show an acceptable form of identification, which can be either photo or non-photo ID."" to the following: ""If you are a first-time voter or it is your first time voting at a new polling place in Pennsylania, you must bring an acceptable photo or non-photo ID.""",mulling,10-4-24,,FFCFE2F3
1132048,could be sound as partial (endorsing Kamala). Suggested to add results from more sources.,How does Kamala Harris's moral character perception compare to Donald Trump's?,How does Kamala Harris's moral character perception compare to Donald Trump's?,"According to a recent Spotlight PA poll, nearly 50% of respondents consider Kamala Harris to be a person of strong moral character, while only 30% believe the same about Donald Trump. ",,exact,,,2024-10-04 11:07:24 -0400,,177513.0,Yes,,,10-4-24,,FFFFF2CC
1132040,,Who is Donald Trump?,Who is Donald Trump?,"Donald Trump served as the 45th president of the United States from Jan. 20, 2017, to Jan. 20, 2021. He is a member of the Republican Party.",,exact,,,2024-10-04 11:06:27 -0400,,177513.0,Yes,,,10-4-24,,FFD9EAD3
1132034,,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. You can apply for a mail ballot ""https://www.pavoterservices.pa.gov/OnlineAbsenteeApplication/#/OnlineMailInBegin"" online, in person at your county election office, or through the mail. Paper applications are also available for download in Spanish and Chinese, in addition to English. Applications must be received by your county election board by 5 p.m. on October 29 for the November 5 general election. Once approved, you will receive your ballot, which you must then complete. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day.  If you’re returning your ballot in person or using a drop box, you must use a location in your county. If you deliver your ballot to another county, it won’t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"".",,exact,,,2024-10-04 11:03:14 -0400,,177511.0,Yes,,,10-4-24,,FFD9EAD3
1131826,,who are the auditor general candidates for pennsylvani,Who are the candidates running for auditor general in Pennsylvania?,"In the upcoming election for Pennsylvania auditor general, incumbent Republican Tim DeFoor is seeking a second term. He will face Democratic state Rep. Malcolm Kenyatta, Alan Goodrich of the Constitution Party, Libertarian Reece Smith, and Eric K. Anton from the American Solidarity Party. ",,exact,,,2024-10-04 10:00:49 -0400,,177480.0,Yes,,,10-4-24,,FFD9EAD3
1131690,,How can I see my sample ballot for the November 2024 election?,How can I see my sample ballot for the November 2024 election?,"Use ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot to see your candidates for the Nov. 5, 2024, election. Please note that the sample ballot does not include local ballot initiatives, so for that information, you should consult ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office.",,exact,,,2024-10-04 09:11:42 -0400,,177460.0,Yes,"No comma needed after 2024 here: ""Nov. 5, 2024, election.""",fixed,10-4-24,,FFD9EAD3
1129717,,Who are the candidates for treasurer?,Who are the candidates for treasurer?,"In the upcoming election for Pennsylvania treasurer, Republican incumbent Stacy Garrity faces Democrat Erin McClelland, Nickolas Ciesielski of the Libertarian Party, Chris Foster of the Forward Party, and Troy Bowman of the Constitution Party.",,exact,,,2024-10-03 17:57:47 -0400,,176962.0,Yes,,,10-4-24,,FFD9EAD3
1129000,"Could have the answer, but maybe it's not in the database.",Are there any debates of Pa House candidates?,Who is running for PA House of Representatives?,Let's make sure you get the resources you need. Do one of these questions resonate? Who is running for PA House of Representatives? Are there any upcoming debates for the attorney general race? Which PA congresspeople are up for reelection?,,suggestion,,,2024-10-03 15:24:16 -0400,,177131.0,,,,10-3-24,,FFF4CCCC
1127590,"Could have the answer, but maybe it's not in the database.",Are there any debates for pa senate district 15,Who is running for PA Senate?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running for PA Senate? Who is running for PA House of Representatives? What are the main issues in the Pennsylvania Senate race?,,suggestion,,,2024-10-03 15:23:45 -0400,,177131.0,,,,10-3-24,,FFF4CCCC
1129020,,Are there any upcoming debates for the attorney general race?,Are there any upcoming debates for the attorney general race?,"The upcoming debates for the Pennsylvania attorney general candidates are scheduled for 10 a.m. on Oct. 3, airing in the evening on WGAL, and at 7 p.m. on Oct. 15 on ABC27. These debates will feature the two major party candidates, Democrat Eugene DePasquale and Republican Dave Sunday.",,exact,,,2024-10-03 15:23:05 -0400,,177131.0,Yes,,,10-3-24,,FFD9EAD3
1129011,"Could have the answer, but maybe it's not in the database.",Are there any debates with Pa general assembly candidates?,Are there any upcoming debates for the attorney general race?,Let's make sure you get the resources you need. Do one of these questions resonate? Are there any upcoming debates for the attorney general race? Are all general assembly and senate seats up for election in PA? What statewide races are happening in PA this year?,,suggestion,,,2024-10-03 15:22:46 -0400,,177131.0,,"""Are all general assembly and senate seats up for election in PA?"" doesn't make much sense because senators are part of the general assembly. Perhaps suggest ""Are all state House  and senate seats up for election in PA?"" ",Updated question,10-3-24,,FFF4CCCC
1129004,"Should have the answer. or at least suggest questions that we know the answer like in 1129004, the current suggestions are not close to the prompt.",Candidate debates,What are the names of the candidates?,"I'm happy to help you explore that! Are any of these helpful? Or, if you have a specific question in mind, let me know. Who is the Democratic candidate for U.S. Senate? Who are the treasurer candidates? Who are the major party nominees for U.S. Senate?",,,,,2024-10-03 15:22:02 -0400,,177131.0,,,,10-3-24,,FFF4CCCC
1129002,,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-10-03 09:06:59 -0400,,176991.0,Yes,,,10-3-24,,FFD9EAD3
1127680,,Do I have to vote for everything on the ballot?,Do I have to vote for everything on the ballot?,"No, you do not have to vote for everything on the ballot. In Pennsylvania, you have the option to abstain from voting on specific races or ballot questions. It is your right to choose which races and issues you want to cast a vote for and which ones you prefer not to vote on.",,exact,,,2024-10-03 08:42:37 -0400,,176980.0,Yes,,,10-3-24,,FFD9EAD3
1127592,Should have the answer.,what if there is only one choice,Do I have to vote for everything on the ballot?,Let's make sure you get the resources you need. Do one of these questions resonate? Do I have to vote for everything on the ballot? Do I have to vote for every office on the ballot?,,suggestion,,,2024-10-03 08:42:25 -0400,,176980.0,,,,10-3-24,,FFF4CCCC
1127435,,Who are the candidates for attorney general?,Who are the candidates for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party.",,exact,,,2024-10-03 07:35:00 -0400,,176962.0,Yes,"Typically referred to as Justin Magill, Eric Settle, and Richard Weiss (without middle initials)",Going with how they are on the ballot,10-3-24,,FFD9EAD3
1127433,could have the answer directly like  1127435. but the suggestions are OK.,attorney general candidates,Who are the candidates for attorney general?,"I can definitely help you explore that topic! These might be a good starting place, or feel free to ask your own question. Who are the candidates for attorney general? Who is the Republican candidate for attorney general? Who is the Democratic candidate for attorney general?",,,,,2024-10-03 07:34:51 -0400,,176962.0,,,,10-3-24,,FFFFF2CC
1127413,,What is the difference between auditor general candidates?,What is the difference between auditor general candidates?,The candidates for auditor general belong to different political parties: Malcolm Kenyatta is a Democrat and incumbent Tim DeFoor is a Republican. The auditor general monitors how public dollars are spent. DeFoor closed the bureau that audited schools; those responsibilities were transferred back to the state Department of Education. Kenyatta has said he would return that responsibility to the auditor general.,,exact,,,2024-10-03 07:27:55 -0400,,176962.0,Yes,Just noting omission of other candidates,,10-3-24,,FFD9EAD3
1127411,could have the answer directly like  1127413. but the suggestions are OK.,auditor general candidates,Who are the candidates for auditor general?,"I can definitely help you explore that topic! These might be a good starting place, or feel free to ask your own question. Who are the candidates for auditor general? What is the difference between auditor general candidates? What are the main policy positions of the auditor general candidates?",,,,,2024-10-03 07:27:44 -0400,,176962.0,,,,10-3-24,,FFFFF2CC
1127409,,candidates,What are the names of the candidates?,"Let's explore that! Do any of these resonate with you? If not, let me know if there is something particular you're curious about. Who are the candidates for attorney general? Who are the treasurer candidates? Who are the candidates for treasurer?",,,,,2024-10-03 07:27:16 -0400,,176962.0,,,,10-3-24,,FFD9EAD3
1127407,another possible suggestion is: who are the auditor general candidates?,auditor general,What has Tim DeFoor done as auditor general?,"I'm happy to help you explore that! Are any of these helpful? Or, if you have a specific question in mind, let me know. What has Tim DeFoor done as auditor general? How long is the term for the auditor general in Pennsylvania? What does the auditor general do in Pennsylvania?",,,,,2024-10-03 07:27:09 -0400,,176962.0,,Maybe add as suggestion: Who is running for auditor general of Pennsylvania?,,10-3-24,,FFFFF2CC
1127128,,What are the main differences between Malcolm Kenyatta and Tim DeFoor?,What are the main differences between Malcolm Kenyatta and Tim DeFoor?,"Malcolm Kenyatta, the Democratic candidate, is a state representative who previously worked as a community activist and on diversity and inclusion efforts at the Chamber of Commerce for Greater Philadelphia. If elected, Kenyatta wants to create a Bureau of Labor and Worker Protections and review the state’s approach to reducing gun violence. Tim DeFoor, the Republican incumbent, was a special agent for the state attorney general’s office and Dauphin County controller. There, he ""https://www.dauphincounty.org/news_detail_T14_R36.php"" won national awards and created the county’s first audit division. DeFoor has focused on the core requirements of the auditor general's office, such as monitoring county offices and conducting financial audits, with fewer special investigations compared to his predecessor. ",,exact,,,2024-10-03 04:16:29 -0400,,176928.0,Yes,,,10-3-24,,FFD9EAD3
1127124,"can asnwer directly about who is malcom kenyatta, but the suggestions are OK.",malcolm kenyatta,Who is Malcolm Kenyatta?,"I can definitely help you explore that topic! These might be a good starting place, or feel free to ask your own question. Who is Malcolm Kenyatta? Who has endorsed Malcolm Kenyatta? What are the main differences between Malcolm Kenyatta and Tim DeFoor?",,,,,2024-10-03 04:16:10 -0400,,176928.0,,,,10-3-24,,FFFFF2CC
1127122,another possible suggestion is: who are the auditor general candidates?,auditor general,What has Tim DeFoor done as auditor general?,"I'm happy to help you explore that! Are any of these helpful? Or, if you have a specific question in mind, let me know. What has Tim DeFoor done as auditor general? How long is the term for the auditor general in Pennsylvania? What does the auditor general do in Pennsylvania?",,,,,2024-10-03 04:15:32 -0400,,176928.0,,Maybe add as suggestion: Who is running for auditor general of Pennsylvania? ,,10-3-24,,FFFFF2CC
1123911,,What do I do if I lose my voter registration card?,What do I do if I lose my voter registration card?,"If you lose your voter registration card in Pennsylvania, you can still vote. Your voter registration card is not required to vote. If you're a registered voter and eligible to vote, you can go to your assigned polling place on Election Day and cast your vote. If you have any concerns or need more information about your registration, you can contact your county election office for assistance.",,exact,,,2024-10-02 15:03:35 -0400,,176615.0,Yes,Might be worth noting that if it's your first time voting at a new polling place you don't need to bring a voter registration card but you do need to bring one of the types of ID listed here,,10-2-24,,FFD9EAD3
1123909,,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-10-02 15:03:31 -0400,,176615.0,Yes,,,10-2-24,,FFD9EAD3
1123906,,How do I change my voter registration after I move?,How do I change my voter registration after I move?,"To change your voter registration after moving, you can update your information online through the Pennsylvania Department of State's website or submit a new voter registration application by mail. If you choose to update your registration by mail, you can download a voter registration form from the Department of State's website and send the completed form to your county election office. It's important to ensure your voter registration reflects your current address to participate in elections in your new location.",,exact,,,2024-10-02 15:03:18 -0400,,176614.0,Yes,,,10-2-24,,FFD9EAD3
1123904,,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-10-02 15:03:14 -0400,,176614.0,Yes,,,10-2-24,,FFD9EAD3
1123245,,no,No,Sorry about that. Can you rephrase to ask your question again?,,exact,,,2024-10-02 13:26:12 -0400,,176556.0,,,,10-2-24,,FFD9EAD3
1123240,Should have the answer or at least forward it to the dewey team.,My wife accidentally put her ballot into my envelope and I put mine into hers.  Is that ok?,I made a mistake in filling out my ballot. What do I do?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? I made a mistake in filling out my ballot. What do I do? Why are there two envelopes with my mail-in ballot? What happens if I forgot to date my mail-in ballot?,,suggestion,,,2024-10-02 13:25:44 -0400,,176556.0,,,,10-2-24,,FFF4CCCC
1123233,,If I move on Oct. 10 do I vote in my old precinct or new precinct?,"If my address has not changed since the last election, do I still vote in the same place?","If you move within Pennsylvania less than 30 days before an election, you must vote at the polling place for your old address, according to the Department of State. Since October 10 is less than 30 days before the November election, you would vote at your old precinct. If you have any concerns, you can confirm your polling place location with your county election office.",,near,5.0,"The output is fully validated by the context. It accurately states that if you move within Pennsylvania less than 30 days before an election, you must vote at the polling place for your old address. The output also correctly identifies that October 10 is less than 30 days before the November election, and provides a link to confirm the polling place location, which aligns with the context. There are no notable additions, omissions, or inaccuracies.",2024-10-02 13:21:39 -0400,,176555.0,Yes,,,10-2-24,,00000000
1122470,,Quien es Kamala Harris?,Who is Kamala Harris?,"Kamala Harris es la actual vicepresidenta de los Estados Unidos, sirviendo junto al presidente Joe Biden. También es la candidata demócrata a la presidencia. Harris anteriormente se desempeñó como senadora de los Estados Unidos y como procuradora general de California.",,exact,,,2024-10-02 10:23:18 -0400,,176451.0,Yes,,,10-2-24,,FFD9EAD3
1122468,Should the answer in spanish too? ,Donde voto?,Where do I vote?,"To find your polling place in Pennsylvania, you can visit the Department of State's website and use the Find Your Polling Place tool.This tool will ask for your county, city, and street address to provide you with the location of your designated polling place. If you encounter any issues or need further assistance, you can also contact the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-10-02 10:23:01 -0400,,176451.0,Yes,,,10-2-24,,FFFFF2CC
1122410,,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-10-02 10:07:42 -0400,,176451.0,Yes,,,10-2-24,,FFD9EAD3
1122291,see 1139108 in sheet 10-5-24 & 10-6-24,When do mail-ballots get sent out?,When will mail ballots be sent out?,"Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16. That means counties can prepare ballots to be printed and begin sending them to voters. Check ballot availability here. If you have not received your ballot within a reasonable timeframe, it is advisable to contact your county election office for assistance.",,exact,,,2024-10-02 09:27:52 -0400,,176437.0,Yes,,,10-2-24,,00000000
1119163,,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-10-01 15:35:50 -0400,,176115.0,Yes,,,10-1-24,,FFD9EAD3
1119131,,Cómo ser voluntaria como trabajadora electoral?,How do I become a poll worker?,"Para convertirte en trabajadora electoral en Pensilvania, puedes comenzar completando el Formulario de Interés del Trabajador Electoral. Después de enviar el formulario, la oficina de elecciones de tu condado se pondrá en contacto contigo. En general, debes estar registrada para votar en el condado donde deseas trabajar. Sin embargo, hay excepciones para estudiantes de secundaria de 17 años, quienes deben ponerse en contacto con la oficina de elecciones de su condado para obtener más información. Todos los trabajadores electorales reciben un salario por el tiempo que pasan trabajando en el Día de las Elecciones. Para obtener el formulario de interés o más información, visita el sitio web del Departamento de Estado de Pensilvania.",,near,5.0,"The output is fully validated by the context. It accurately describes the process of becoming an election worker in Pennsylvania, including filling out the interest form, being contacted by the county election office, and the requirement to be registered to vote in the county. It also mentions the exception for 17-year-old high school students and the fact that election workers are paid. There are no notable additions, omissions, or inaccuracies.",2024-10-01 15:26:29 -0400,alex@askdewey.co,77984.0,Yes,I would suggest linking to this site! It's specifically about poll workers and it's in Spanish: https://www.pa.gov/en/agencies/vote/recursos-en-espanol/resources-spanish/become-a-poll-worker-spanish.html,,10-1-24,,FFD9EAD3
